Crop,Season,State,Area,Soil Type,Pesticide Usage,pH,Temperature,Fertilizer Usage,Price,Rainfall
Potato,Whole Year ,Meghalaya,18151,Black Soil,high,Average,Medium,High,2340.356833,2789.3
Rice,Kharif     ,Meghalaya,107761,Alluvial Soil,high,Average,Medium,Medium,2383.429534,2123.4
Sugarcane,Whole Year ,Meghalaya,83,Alluvial Soil,low,High,Medium,High,2162.836478,2530.8
Wheat,Rabi       ,Meghalaya,2753,Alluvial Soil,low,High,High,Low,2613.413878,2332.2
Banana,Whole Year ,Puducherry,225,Red/Yellow Soil,high,High,High,High,3237.961596,3048.4
Cotton(lint),Kharif     ,Puducherry,575,Black Soil,low,High,High,Medium,2734.449172,2315.1
Groundnut,Kharif     ,Puducherry,1229,Alluvial Soil,high,Low,Medium,High,2240.714421,2379.1
Onion,Whole Year ,Puducherry,16,Alluvial Soil,low,High,Medium,Medium,2840.686176,2672.1
Ragi,Kharif     ,Puducherry,138,Laterile Soil,low,Low,Medium,High,2404.996136,3403.5
Rice,Kharif     ,Puducherry,26263,Black Soil,low,Average,Medium,Medium,2912.345494,2270.6
Sugarcane,Whole Year ,Puducherry,2117,Black Soil,high,High,Medium,High,2742.002921,1956
Cotton(lint),Kharif     ,West Bengal,1795,Black Soil,high,Average,Low,Low,1617.05753,2616.6
Groundnut,Kharif     ,West Bengal,2197,Black Soil,high,Low,Medium,Low,2198.77611,2011.9
Groundnut,Rabi       ,West Bengal,8679,Black Soil,high,High,High,Medium,2783.315567,2188.5
Groundnut,Summer     ,West Bengal,26029,Black Soil,low,Average,Medium,Low,2545.497182,2289.2
Potato,Whole Year ,West Bengal,299821,Black Soil,high,High,Medium,High,2192.873216,2079.3
Ragi,Kharif     ,West Bengal,12730,Black Soil,high,Low,Medium,High,2309.923145,2382.2
Rice,Autumn     ,West Bengal,353048,Black Soil,low,Low,High,Low,1928.129014,2620
Rice,Summer     ,West Bengal,1366273,Black Soil,high,High,High,High,2473.488014,3157
Rice,Winter     ,West Bengal,3783766,Black Soil,low,Average,Low,Medium,3163.206918,2801.6
Sugarcane,Whole Year ,West Bengal,19598,Black Soil,low,Low,Medium,Medium,2741.480017,2592.8
Wheat,Rabi       ,West Bengal,434004,Black Soil,high,High,High,High,3157.1251,2921.4
Banana,Whole Year ,Andhra Pradesh,39354,Black Soil,low,High,High,High,2764.719127,3261.7
Cotton(lint),Kharif     ,Andhra Pradesh,803274,Red/Yellow Soil,high,Low,High,Low,2808.243803,2682.1
Groundnut,Kharif     ,Andhra Pradesh,1270662,Red/Yellow Soil,high,Average,Low,Medium,3092.223606,2771.2
Groundnut,Rabi       ,Andhra Pradesh,198962,Red/Yellow Soil,high,High,Medium,Medium,2613.178978,2838
Onion,Kharif     ,Andhra Pradesh,15403,Red/Yellow Soil,low,High,Medium,High,2443.831804,2259.8
Onion,Rabi       ,Andhra Pradesh,11725,Red/Yellow Soil,low,Low,Low,Low,2809.797255,2879.2
Potato,Whole Year ,Andhra Pradesh,2672,Red/Yellow Soil,high,Average,Medium,High,2936.152071,2121.3
Ragi,Kharif     ,Andhra Pradesh,61644,Red/Yellow Soil,high,Low,High,Low,2356.010607,2886.1
Ragi,Rabi       ,Andhra Pradesh,9610,Red/Yellow Soil,high,Low,Medium,Low,2283.529275,2466.9
Rice,Kharif     ,Andhra Pradesh,2109301,Red/Yellow Soil,high,Low,Medium,Low,2541.65681,2372.2
Rice,Rabi       ,Andhra Pradesh,712766,Alluvial Soil,low,Low,High,Low,2749.44966,2803.1
Sugarcane,Whole Year ,Andhra Pradesh,232471,Alluvial Soil,high,Low,Low,Medium,2739.427315,2594.2
Wheat,Rabi       ,Andhra Pradesh,11044,Alluvial Soil,low,Average,High,Medium,2072.74972,2487
Banana,Whole Year ,Assam,42631,Alluvial Soil,low,Low,Medium,High,3073.48182,2178.4
Cotton(lint),Kharif     ,Assam,1556,Alluvial Soil,low,Average,High,Low,2307.650521,2392.7
Onion,Whole Year ,Assam,7500,Alluvial Soil,high,Average,Medium,Medium,2420.480501,2434.1
Potato,Whole Year ,Assam,75486,Alluvial Soil,low,Average,Low,Medium,2229.203692,2994.3
Rice,Autumn     ,Assam,464497,Alluvial Soil,low,High,Low,High,3309.498651,2468.3
Rice,Summer     ,Assam,327468,Alluvial Soil,low,Average,Low,High,2572.621201,1898.6
Rice,Winter     ,Assam,1748715,Black Soil,low,Average,Medium,Low,2244.707476,2752.8
Sugarcane,Whole Year ,Assam,25152,Black Soil,high,Low,Low,Low,2759.177065,2339.7
Wheat,Rabi       ,Assam,69061,Alluvial Soil,high,High,Low,Low,2730.740734,2068.2
Banana,Whole Year ,Goa,2116,Alluvial Soil,high,Average,Medium,Medium,2443.681893,2711.5
Groundnut,Kharif     ,Goa,241,Alluvial Soil,low,Average,Medium,Low,2752.182014,1743.4
Groundnut,Rabi       ,Goa,2148,Laterile Soil,low,Low,High,Low,2252.412412,2609.4
Ragi,Kharif     ,Goa,353,Red/Yellow Soil,low,Low,High,Low,2352.124518,1816.4
Rice,Kharif     ,Goa,33728,Black Soil,low,High,High,High,1896.935004,2206.1
Rice,Rabi       ,Goa,16441,Black Soil,low,High,High,Medium,2102.814675,2470.9
Sugarcane,Whole Year ,Goa,1188,Black Soil,high,High,Medium,Medium,3042.289242,2168.4
Banana,Whole Year ,Kerala,55668,Black Soil,low,High,High,Low,2992.428588,2175
Cotton(lint),Kharif     ,Kerala,3400,Black Soil,high,Low,High,High,2519.736595,2230.7
Groundnut,Kharif     ,Kerala,2422,Black Soil,high,High,Medium,Medium,2998.879434,2519.8
Ragi,Kharif     ,Kerala,1320,Black Soil,high,Average,High,Low,2451.977654,2527.6
Rice,Autumn     ,Kerala,112438,Black Soil,low,Average,Low,Low,2426.976909,2514.4
Rice,Summer     ,Kerala,41079,Black Soil,high,Low,High,High,2516.953195,2121.7
Rice,Winter     ,Kerala,157004,Black Soil,low,High,High,High,2462.523521,2319.3
Sugarcane,Whole Year ,Kerala,3758,Black Soil,high,Average,High,Medium,2435.441103,2308.7
Banana,Whole Year ,Tamil Nadu,76771,Black Soil,low,Low,High,Medium,2843.019432,2267.9
Cotton(lint),Kharif     ,Tamil Nadu,75572,Black Soil,low,High,Low,High,2545.040696,2479.8
Groundnut,Kharif     ,Tamil Nadu,502090,Black Soil,low,Low,Low,Low,2713.744529,2308.8
Onion,Whole Year ,Tamil Nadu,23492,Red/Yellow Soil,low,High,Low,High,2809.414158,2613.2
Potato,Whole Year ,Tamil Nadu,4537,Red/Yellow Soil,low,High,Medium,Low,2616.455739,2529.2
Ragi,Kharif     ,Tamil Nadu,104286,Red/Yellow Soil,high,High,High,High,2208.918602,2819.9
Rice,Kharif     ,Tamil Nadu,1516537,Red/Yellow Soil,high,High,Low,High,2094.140233,2555
Sugarcane,Whole Year ,Tamil Nadu,261416,Red/Yellow Soil,high,Low,Medium,Medium,2544.63419,2222.2
Cotton(lint),Kharif     ,West Bengal,823,Red/Yellow Soil,low,Low,Medium,Low,2448.623109,3013.3
Groundnut,Kharif     ,West Bengal,1368,Red/Yellow Soil,high,Low,Medium,Low,2526.217429,2047.9
Groundnut,Rabi       ,West Bengal,7020,Red/Yellow Soil,high,High,High,High,2495.183788,2375.8
Groundnut,Summer     ,West Bengal,22596,Red/Yellow Soil,high,Low,High,Low,3275.072098,2638.2
Potato,Summer     ,West Bengal,2395,Alluvial Soil,low,Average,High,Medium,2100.932123,2462.6
Potato,Winter     ,West Bengal,346906,Alluvial Soil,low,High,Low,Low,1903.016119,2685.5
Ragi,Kharif     ,West Bengal,13517,Alluvial Soil,low,High,High,High,2599.71305,2701.7
Rice,Autumn     ,West Bengal,384965,Alluvial Soil,low,Average,Low,Low,2387.073234,2447.5
Rice,Summer     ,West Bengal,1406078,Alluvial Soil,low,High,High,Low,2594.820361,2463.2
Rice,Winter     ,West Bengal,4051084,Alluvial Soil,low,High,Low,Medium,2675.164907,2887.5
Sugarcane,Whole Year ,West Bengal,19460,Alluvial Soil,low,Low,Medium,Low,2885.231409,2472.4
Wheat,Rabi       ,West Bengal,405350,Alluvial Soil,low,Average,High,Medium,2047.832254,2859.4
Banana,Whole Year ,Andhra Pradesh,38714,Alluvial Soil,low,Average,Low,High,2332.984631,2487.4
Cotton(lint),Kharif     ,Andhra Pradesh,836892,Black Soil,high,Average,Medium,Medium,2628.628378,2461.1
Groundnut,Kharif     ,Andhra Pradesh,1258479,Black Soil,low,High,High,Medium,2731.139079,2761.7
Groundnut,Rabi       ,Andhra Pradesh,234780,Alluvial Soil,high,High,Medium,Low,3158.034865,2451.8
Onion,Kharif     ,Andhra Pradesh,16862,Alluvial Soil,high,Low,High,High,2786.711191,3040.8
Onion,Rabi       ,Andhra Pradesh,12187,Alluvial Soil,low,Average,Low,Medium,2482.963421,2543.3
Potato,Whole Year ,Andhra Pradesh,2648,Alluvial Soil,high,High,High,High,2232.869274,2917.1
Ragi,Kharif     ,Andhra Pradesh,67597,Laterile Soil,high,Low,Low,Low,2330.713044,2741.6
Ragi,Rabi       ,Andhra Pradesh,10845,Laterile Soil,low,High,Medium,High,2322.189153,2971.6
Rice,Kharif     ,Andhra Pradesh,2108904,Black Soil,high,High,High,High,2696.570089,2608.3
Rice,Rabi       ,Andhra Pradesh,865734,Black Soil,high,Average,Medium,Low,2577.099234,2526.7
Sugarcane,Whole Year ,Andhra Pradesh,208969,Black Soil,low,Low,Low,Medium,2102.905129,2966.2
Wheat,Rabi       ,Andhra Pradesh,11928,Black Soil,low,Low,Medium,Low,2369.229559,2680.9
Banana,Whole Year ,Assam,42982,Black Soil,high,High,Low,Medium,2763.264266,2427.9
Cotton(lint),Kharif     ,Assam,1438,Black Soil,low,High,Low,High,2605.498706,2877.3
Onion,Whole Year ,Assam,7332,Black Soil,low,Low,High,Low,2670.593385,3051.9
Potato,Whole Year ,Assam,77894,Black Soil,high,Low,Medium,Medium,2614.876513,3036.2
Rice,Autumn     ,Assam,441143,Black Soil,high,High,Low,Low,2987.92922,3210.2
Rice,Summer     ,Assam,319480,Black Soil,high,High,Medium,Low,2570.812919,2822.1
Rice,Winter     ,Assam,1769203,Black Soil,high,High,Medium,Medium,2384.193161,2976.3
Sugarcane,Whole Year ,Assam,25431,Black Soil,low,Average,High,High,2225.273488,2423
Wheat,Rabi       ,Assam,69954,Black Soil,low,Average,Low,Low,2574.882837,2609.3
Banana,Whole Year ,Goa,2179,Black Soil,high,High,Medium,Low,1767.788796,2810.9
Groundnut,Kharif     ,Goa,325,Red/Yellow Soil,high,Low,Medium,Medium,2444.713299,2661.6
Groundnut,Rabi       ,Goa,2950,Red/Yellow Soil,high,Average,Medium,Low,2438.248042,2905.1
Ragi,Kharif     ,Goa,439,Red/Yellow Soil,high,Average,High,Medium,2090.658744,2865
Rice,Kharif     ,Goa,35471,Red/Yellow Soil,high,Low,Low,High,2221.520248,3022.7
Rice,Rabi       ,Goa,17330,Red/Yellow Soil,high,High,Medium,Low,2742.897259,2303.9
Sugarcane,Whole Year ,Goa,1210,Red/Yellow Soil,low,Average,Medium,High,2569.213525,1968.6
Banana,Whole Year ,Karnataka,33220,Red/Yellow Soil,high,Average,High,Low,2530.5365,2327.6
Cotton(lint),Kharif     ,Karnataka,316674,Red/Yellow Soil,high,High,High,Low,2591.90426,1799.9
Groundnut,Kharif     ,Karnataka,677779,Red/Yellow Soil,high,High,Medium,Medium,2527.788276,1901.2
Groundnut,Rabi       ,Karnataka,139464,Alluvial Soil,high,Average,Medium,Medium,2872.858769,1822.5
Onion,Whole Year ,Karnataka,101221,Alluvial Soil,high,Average,Low,High,2537.028755,2970
Potato,Whole Year ,Karnataka,53076,Alluvial Soil,low,Average,High,Low,2062.536066,2328.7
Ragi,Kharif     ,Karnataka,926430,Alluvial Soil,high,Low,High,Low,2989.038989,2031
Ragi,Rabi       ,Karnataka,65271,Alluvial Soil,high,High,High,High,2611.10208,2478.6
Ragi,Summer     ,Karnataka,6565,Alluvial Soil,high,Average,High,Medium,2323.223881,2229.9
Rice,Kharif     ,Karnataka,944272,Alluvial Soil,low,High,High,Low,2123.979485,2110
Rice,Rabi       ,Karnataka,54629,Alluvial Soil,low,Average,High,Low,2618.774266,3610
Rice,Summer     ,Karnataka,74998,Alluvial Soil,high,High,Medium,Low,2464.848399,4316.2
Sugarcane,Whole Year ,Karnataka,243341,Black Soil,high,Low,High,Medium,2972.244036,3080.7
Wheat,Rabi       ,Karnataka,231994,Black Soil,low,Average,Medium,Medium,2396.227816,1353.8
Banana,Whole Year ,Kerala,55906,Alluvial Soil,low,Low,Medium,Low,2248.785763,2105.8
Cotton(lint),Kharif     ,Kerala,2949,Alluvial Soil,low,High,High,Medium,2768.738865,2329.6
Groundnut,Kharif     ,Kerala,2687,Alluvial Soil,high,Low,Low,Low,2777.584568,2209.7
Ragi,Kharif     ,Kerala,1504,Alluvial Soil,high,High,Medium,Low,2550.59541,2651.4
Rice,Autumn     ,Kerala,102770,Black Soil,high,Average,High,High,2702.907114,2358.5
Rice,Summer     ,Kerala,37186,Black Soil,high,Low,Low,High,2488.693864,2150.8
Rice,Winter     ,Kerala,147384,Black Soil,low,High,High,High,2570.15953,1749.2
Sugarcane,Whole Year ,Kerala,3535,Black Soil,low,Average,High,Medium,2849.497265,2305
Banana,Whole Year ,Meghalaya,5628,Black Soil,low,Average,High,Medium,2687.5955,2072.2
Cotton(lint),Kharif     ,Meghalaya,7281,Black Soil,high,Average,Low,High,2449.217669,2027.5
Potato,Whole Year ,Meghalaya,18035,Black Soil,high,High,Low,Medium,2905.708764,2588
Rice,Kharif     ,Meghalaya,109721,Black Soil,high,Low,Low,Medium,1790.543388,2454
Sugarcane,Whole Year ,Meghalaya,83,Black Soil,low,High,Low,Medium,3115.621993,2105.3
Wheat,Rabi       ,Meghalaya,862,Black Soil,high,Low,High,High,1988.212272,2342.3
Banana,Whole Year ,Puducherry,280,Black Soil,low,Average,High,Low,2311.872153,2361.3
Cotton(lint),Kharif     ,Puducherry,453,Black Soil,low,Average,High,High,2487.724739,2820.2
Onion,Whole Year ,Puducherry,7,Black Soil,low,Low,Low,Low,2456.055799,2359
Ragi,Kharif     ,Puducherry,121,Black Soil,high,Low,High,High,2801.923312,2582.3
Rice,Kharif     ,Puducherry,25065,Red/Yellow Soil,low,Low,Low,Low,2182.649014,2851.9
Sugarcane,Whole Year ,Puducherry,1733,Red/Yellow Soil,low,High,Medium,Low,2578.230045,2221.4
Banana,Whole Year ,Tamil Nadu,71088,Red/Yellow Soil,high,High,High,Medium,2326.536371,2881.7
Cotton(lint),Kharif     ,Tamil Nadu,97777,Red/Yellow Soil,low,Low,Medium,Low,2588.542294,1712.5
Groundnut,Kharif     ,Tamil Nadu,591696,Red/Yellow Soil,low,High,Low,High,2480.568322,2340.2
Onion,Whole Year ,Tamil Nadu,23452,Red/Yellow Soil,high,Average,Low,High,2527.880696,2194.5
Potato,Whole Year ,Tamil Nadu,4341,Red/Yellow Soil,high,Average,Low,High,2335.02255,2212
Ragi,Kharif     ,Tamil Nadu,118439,Red/Yellow Soil,high,Average,Low,High,2346.980815,2225.4
Rice,Kharif     ,Tamil Nadu,1396651,Red/Yellow Soil,low,Average,High,Medium,2586.181754,2233
Sugarcane,Whole Year ,Tamil Nadu,192069,Alluvial Soil,low,High,Medium,Low,2783.114652,2363.9
Cotton(lint),Kharif     ,West Bengal,1429,Alluvial Soil,high,High,Low,Low,2320.5162,2149
Groundnut,Kharif     ,West Bengal,1792,Alluvial Soil,high,High,Medium,High,2239.369737,2242.3
Groundnut,Rabi       ,West Bengal,9173,Alluvial Soil,high,Average,Low,Medium,2684.03805,2162.2
Groundnut,Summer     ,West Bengal,34891,Alluvial Soil,low,High,High,Medium,2490.248832,2353.7
Potato,Whole Year ,West Bengal,308425,Alluvial Soil,high,Average,High,Medium,2749.14944,1836.7
Ragi,Kharif     ,West Bengal,13417,Alluvial Soil,low,Average,Low,Low,2228.260836,1872
Rice,Autumn     ,West Bengal,339753,Alluvial Soil,high,Low,Low,Low,1966.168322,2538.2
Rice,Summer     ,West Bengal,1390148,Alluvial Soil,low,Average,Medium,Low,2340.098775,1748.9
Rice,Winter     ,West Bengal,4126706,Black Soil,high,High,High,Medium,2270.094217,1737.7
Sugarcane,Whole Year ,West Bengal,16903,Black Soil,low,Low,Low,High,2476.36348,2295.2
Wheat,Rabi       ,West Bengal,425721,Alluvial Soil,high,Low,Medium,Low,2308.946436,1892.1
Banana,Whole Year ,Karnataka,41977,Alluvial Soil,high,Average,Medium,Medium,2722.305085,1922.9
Cotton(lint),Kharif     ,Karnataka,521860,Alluvial Soil,low,Average,High,High,2413.554921,1557.2
Groundnut,Kharif     ,Karnataka,812826,Laterile Soil,low,Average,Medium,Low,2545.14235,1599.9
Groundnut,Rabi       ,Karnataka,155751,Red/Yellow Soil,low,Average,High,High,2547.290368,1922.4
Onion,Whole Year ,Karnataka,136038,Alluvial Soil,high,High,High,Medium,2558.486528,2113.2
Potato,Whole Year ,Karnataka,51937,Alluvial Soil,high,Average,Medium,Medium,2492.761267,3180.4
Ragi,Kharif     ,Karnataka,840781,Alluvial Soil,high,Low,Low,High,2653.180207,2404.5
Ragi,Rabi       ,Karnataka,44613,Alluvial Soil,low,Low,Medium,Low,2261.30346,2169.9
Ragi,Summer     ,Karnataka,7447,Alluvial Soil,high,Average,Medium,Medium,2919.825378,3005
Rice,Kharif     ,Karnataka,1055061,Black Soil,high,Low,Low,High,2429.038785,2618
Rice,Rabi       ,Karnataka,43861,Black Soil,low,High,Medium,Medium,2106.535259,2530
Rice,Summer     ,Karnataka,209257,Black Soil,low,High,Low,Medium,2556.422007,1988.2
Wheat,Rabi       ,Karnataka,241991,Black Soil,low,High,Medium,Low,2244.645855,2670.1
Banana,Whole Year ,Kerala,58866,Black Soil,high,High,Low,Medium,2699.60036,3046.1
Cotton(lint),Kharif     ,Kerala,1472,Black Soil,high,High,High,Medium,3162.881673,3194.2
Groundnut,Kharif     ,Kerala,1346,Black Soil,low,Average,Medium,Medium,2264.028373,2793.6
Ragi,Kharif     ,Kerala,1383,Black Soil,high,Average,Medium,Medium,2599.7117,2935.1
Rice,Autumn     ,Kerala,105349,Black Soil,low,High,Medium,Low,1973.348323,2414.1
Rice,Summer     ,Kerala,35732,Black Soil,high,Average,Medium,Low,2636.171569,2504.9
Rice,Winter     ,Kerala,148893,Black Soil,low,High,Medium,Low,2234.28586,3476.8
Sugarcane,Whole Year ,Kerala,1921,Black Soil,high,Average,High,High,2312.549614,2841.6
Banana,Whole Year ,Meghalaya,6276,Black Soil,high,Low,High,Low,2169.614053,2981.4
Cotton(lint),Kharif     ,Meghalaya,7231,Black Soil,low,Low,Low,High,2719.645368,2544.5
Potato,Whole Year ,Meghalaya,17287,Black Soil,low,High,High,Medium,2802.191307,2884.1
Rice,Autumn     ,Meghalaya,32667,Red/Yellow Soil,high,Average,High,Low,2507.015564,3513.4
Rice,Summer     ,Meghalaya,9224,Red/Yellow Soil,high,Low,High,Medium,2240.671988,3001.9
Rice,Winter     ,Meghalaya,69659,Red/Yellow Soil,low,Average,Medium,High,2976.856911,2489
Sugarcane,Whole Year ,Meghalaya,84,Red/Yellow Soil,low,Low,Medium,Low,2274.876962,2950.9
Wheat,Rabi       ,Meghalaya,863,Red/Yellow Soil,low,Low,High,Low,1851.39031,2886.6
Banana,Whole Year ,Tamil Nadu,81498,Red/Yellow Soil,low,Average,Low,High,2637.516703,2637.7
Cotton(lint),Kharif     ,Tamil Nadu,129364,Red/Yellow Soil,high,High,Medium,Medium,2168.567598,2732.2
Groundnut,Kharif     ,Tamil Nadu,615877,Red/Yellow Soil,low,Average,Medium,Low,2796.582638,2868.9
Onion,Whole Year ,Tamil Nadu,26491,Red/Yellow Soil,high,Average,Low,Low,2385.658691,2931.3
Potato,Whole Year ,Tamil Nadu,5034,Alluvial Soil,high,High,Medium,High,2681.113972,2184.5
Ragi,Kharif     ,Tamil Nadu,108845,Alluvial Soil,high,Low,High,Low,2920.450104,2876.5
Rice,Kharif     ,Tamil Nadu,1872822,Alluvial Soil,high,High,Medium,Low,2137.342341,2715.6
Sugarcane,Whole Year ,Tamil Nadu,222188,Alluvial Soil,low,High,Medium,Low,2330.218861,2514.2
Banana,Whole Year ,Andhra Pradesh,45642,Alluvial Soil,low,High,Low,Medium,2477.298678,2612.9
Cotton(lint),Kharif     ,Andhra Pradesh,1032629,Alluvial Soil,low,Average,Medium,Low,2961.265396,2785.1
Groundnut,Kharif     ,Andhra Pradesh,1614668,Alluvial Soil,low,Low,Low,Low,2302.485185,2660.3
Groundnut,Rabi       ,Andhra Pradesh,260876,Alluvial Soil,low,Average,Low,Low,2321.648891,2568.4
Onion,Kharif     ,Andhra Pradesh,20434,Alluvial Soil,low,Low,Medium,Low,2643.442173,3249.3
Onion,Rabi       ,Andhra Pradesh,15952,Black Soil,high,High,Low,Low,2326.831382,2591.1
Potato,Whole Year ,Andhra Pradesh,3275,Black Soil,high,Low,Low,Medium,2545.757765,2320.2
Ragi,Kharif     ,Andhra Pradesh,56576,Alluvial Soil,low,Average,High,Medium,2034.538774,2718
Ragi,Rabi       ,Andhra Pradesh,9031,Alluvial Soil,low,Average,Medium,Medium,3164.298983,2365.4
Rice,Kharif     ,Andhra Pradesh,2526108,Alluvial Soil,low,Average,Medium,Low,2095.687231,2917.6
Rice,Rabi       ,Andhra Pradesh,1455643,Black Soil,low,Average,Low,Low,2403.474189,2583.2
Sugarcane,Whole Year ,Andhra Pradesh,229960,Black Soil,low,High,Medium,High,2490.255689,2755.4
Wheat,Rabi       ,Andhra Pradesh,11109,Black Soil,high,Average,Medium,High,3073.80644,2768.5
Banana,Whole Year ,Assam,41967,Black Soil,low,Average,High,High,2102.546266,2534.1
Cotton(lint),Kharif     ,Assam,1352,Black Soil,high,Average,Medium,High,3095.111241,2936.6
Onion,Whole Year ,Assam,7726,Black Soil,high,High,Medium,Medium,2727.153046,3287.7
Potato,Whole Year ,Assam,69638,Black Soil,low,High,Low,Medium,2625.128597,2762.5
Rice,Autumn     ,Assam,398316,Black Soil,high,Low,Medium,Medium,2204.609894,2683.1
Rice,Summer     ,Assam,314671,Black Soil,high,Average,Low,High,2671.342373,3270.7
Rice,Winter     ,Assam,1707340,Black Soil,high,High,High,High,2282.954013,2594
Sugarcane,Whole Year ,Assam,23426,Black Soil,low,Average,Medium,Medium,2879.998376,3055.6
Wheat,Rabi       ,Assam,49961,Black Soil,low,High,Low,Medium,2208.681391,2992.9
Banana,Whole Year ,Karnataka,43562,Black Soil,low,Average,Medium,Low,2466.052452,2885.5
Cotton(lint),Whole Year ,Karnataka,413310,Black Soil,high,Low,High,High,2333.418074,2225.5
Groundnut,Kharif     ,Karnataka,867704,Red/Yellow Soil,low,Average,Low,Medium,2203.743111,2820.3
Groundnut,Rabi       ,Karnataka,172368,Red/Yellow Soil,high,Low,Low,Low,2722.395945,2580.1
Onion,Kharif     ,Karnataka,136344,Red/Yellow Soil,high,Average,Medium,High,2660.637624,2610.5
Onion,Rabi       ,Karnataka,10900,Red/Yellow Soil,high,High,High,Medium,2862.70306,2304.2
Onion,Summer     ,Karnataka,4075,Red/Yellow Soil,low,High,High,High,1966.037468,2521.7
Potato,Kharif     ,Karnataka,67623,Red/Yellow Soil,high,Low,High,Low,2819.251211,2604.7
Potato,Rabi       ,Karnataka,5416,Red/Yellow Soil,high,High,Low,Medium,3251.634672,2981.4
Potato,Summer     ,Karnataka,317,Red/Yellow Soil,low,Average,Low,Low,2364.507673,2762.7
Ragi,Kharif     ,Karnataka,883984,Red/Yellow Soil,high,Average,High,Medium,3068.544584,2515.3
