Crop,Season,Soil Type,Pesticide Usage,pH,Temperature,Fertilizer Usage,Price,Rainfall
Potato,Whole Year ,0,,2,2,2,0.30866497586726993,0.4553981623277182
Ragi,Kharif     ,2,,0,0,0,0.333261197586727,0.4274023736600306
Ragi,Rabi       ,2,,2,1,2,0.3311184396681749,0.4640920112302195
Rice,Kharif     ,1,,2,2,2,0.4252312943690295,0.40613833588565595
Rice,Rabi       ,1,,1,1,0,0.3951983996983408,0.3931214905564063
Sugarcane,Whole Year ,1,,0,0,1,0.2759942506284565,0.46323060234813673
Wheat,Rabi       ,1,,0,1,0,0.3429435794369029,0.41771949974476774
Banana,Whole Year ,1,,2,0,1,0.4419970502765208,0.37736089841756
Cotton(lint),Kharif     ,1,,2,0,2,0.40233753293112107,0.44904925982644206
Onion,Whole Year ,1,,0,2,0,0.4187012028657616,0.4769014803471159
Potato,Whole Year ,1,,0,1,1,0.40469495047762694,0.47439701378254207
Rice,Autumn     ,1,,2,0,0,0.4984739115133232,0.5021535222052067
Rice,Summer     ,1,,2,1,0,0.3936181294620411,0.4402437468095967
Rice,Winter     ,1,,2,1,1,0.3467051686777275,0.46484175599795813
Sugarcane,Whole Year ,1,,1,2,2,0.3067555274007038,0.3765792496171516
Wheat,Rabi       ,1,,1,0,0,0.3946412360482654,0.4062978560490046
Banana,Whole Year ,1,,2,1,0,0.19175183408748114,0.4384571209800919
Groundnut,Kharif     ,3,,0,1,1,0.36191887858220206,0.41464076059213884
Groundnut,Rabi       ,3,,1,1,0,0.3602936254399195,0.45348392036753443
Ragi,Kharif     ,3,,1,2,1,0.27291572247360474,0.44708716181725366
Rice,Kharif     ,3,,0,0,2,0.30581202815485153,0.4722434915773353
Rice,Rabi       ,3,,2,1,0,0.43687713901458014,0.35758039816232773
Sugarcane,Whole Year ,3,,1,1,2,0.3932160696329814,0.30409328739152625
Banana,Whole Year ,3,,1,2,0,0.3834933383609854,0.36136102603369064
Cotton(lint),Kharif     ,3,,2,2,0,0.3989201256913021,0.2771822358346095
Groundnut,Kharif     ,3,,2,1,1,0.38280248265460026,0.2933416283818275
Groundnut,Rabi       ,0,,1,1,1,0.46954720186023124,0.2807873915262889
Onion,Whole Year ,0,,1,0,2,0.3851253783308194,0.46383677896886166
Potato,Whole Year ,0,,1,2,0,0.26584617043740577,0.36153649821337414
Ragi,Kharif     ,0,,0,2,0,0.49875288813474106,0.3140473455844819
Ragi,Rabi       ,0,,2,2,2,0.4037461236802413,0.38544857069933636
Ragi,Summer     ,0,,1,2,1,0.3313785522875816,0.34577590607452785
Rice,Kharif     ,0,,2,2,0,0.28129197712418297,0.326649438489025
Rice,Rabi       ,0,,1,2,0,0.4056747777777777,0.5659296835119959
Rice,Summer     ,0,,2,1,0,0.3669804924585218,0.6785828228688106
Sugarcane,Whole Year ,1,,0,2,1,0.49453092911010554,0.4814956610515569
Wheat,Rabi       ,1,,1,1,1,0.3497304715937657,0.20602029096477795
Banana,Whole Year ,0,,0,1,0,0.3126661043237807,0.32597945380296073
Cotton(lint),Kharif     ,0,,2,2,1,0.44337326923076914,0.3616800663603879
Groundnut,Kharif     ,0,,0,0,0,0.4455969250879839,0.3425535987748851
Ragi,Kharif     ,0,,2,1,0,0.3885357993966817,0.41301365492598263
Rice,Autumn     ,1,,1,2,2,0.4268243122171945,0.36629019908116384
Rice,Summer     ,1,,0,0,2,0.37297482755153333,0.3331578611536498
Rice,Winter     ,1,,2,2,2,0.3934538788335846,0.26909456355283307
Sugarcane,Whole Year ,1,,1,2,1,0.4636745261437908,0.35775587034201123
Banana,Whole Year ,1,,1,2,1,0.422975238813474,0.3206195763144461
Cotton(lint),Kharif     ,1,,1,0,2,0.36305119884364,0.3134890250127616
Potato,Whole Year ,1,,2,0,1,0.4778051191553544,0.4029000765696784
Rice,Kharif     ,1,,0,0,1,0.1974719426847662,0.3815243746809597
Sugarcane,Whole Year ,1,,2,0,1,0.5305736533433886,0.3258996937212864
Wheat,Rabi       ,1,,0,2,2,0.2471624615384615,0.3637059724349158
Banana,Whole Year ,1,,1,2,0,0.3285249253393664,0.3667368555385401
Cotton(lint),Kharif     ,1,,1,2,2,0.37273120638511814,0.43994065849923425
Onion,Whole Year ,1,,0,0,0,0.3647701857717446,0.36636995916283815
Ragi,Kharif     ,1,,0,2,2,0.4517152619406736,0.40199081163859113
Rice,Kharif     ,3,,0,0,0,0.2960404761186526,0.4449974476773864
Sugarcane,Whole Year ,3,,2,1,0,0.3954826659125188,0.34441998468606433
Banana,Whole Year ,3,,2,2,1,0.3322112546505782,0.44975114854517606
Cotton(lint),Kharif     ,3,,0,1,0,0.39807498592257407,0.2632401735579377
Groundnut,Kharif     ,3,,2,0,2,0.37093220764203116,0.36337098009188357
Onion,Whole Year ,3,,1,0,2,0.38282571543489186,0.3401288922919857
Potato,Whole Year ,3,,1,0,2,0.33434453242835593,0.34292049515058703
Ragi,Kharif     ,3,,1,0,2,0.3373506322272498,0.34505806533945893
Rice,Kharif     ,3,,1,2,1,0.3974815872297637,0.3462704185809086
Sugarcane,Whole Year ,0,,2,1,0,0.44698709200603315,0.36715160796324653
Cotton(lint),Kharif     ,0,,2,0,0,0.3306978883861237,0.33287072485962227
Groundnut,Kharif     ,0,,2,1,2,0.31029907918552035,0.34775395610005105
Groundnut,Rabi       ,0,,1,0,1,0.4220809577677225,0.3349763910158244
Groundnut,Summer     ,0,,2,2,1,0.3733657194570136,0.3655245022970903
Potato,Whole Year ,0,,1,2,1,0.4384488285570638,0.2830525778458397
Ragi,Kharif     ,0,,1,0,0,0.30750649472096525,0.28868363961204696
Rice,Autumn     ,0,,0,0,0,0.24162099597787828,0.39495597243491576
Rice,Summer     ,0,,1,1,0,0.33562060708898933,0.2690467075038285
Rice,Winter     ,1,,2,2,1,0.31802267898441416,0.26726008167432364
Sugarcane,Whole Year ,1,,0,0,2,0.36987518350930104,0.3561925727411944
Wheat,Rabi       ,0,,0,1,0,0.32778945098039214,0.2918899948953548
Banana,Whole Year ,0,,1,1,1,0.43170062468577164,0.2968032159264931
Cotton(lint),Kharif     ,0,,1,2,2,0.35408620437405725,0.2384666921898928
Groundnut,Kharif     ,2,,1,1,0,0.3871649949723479,0.24527820316488003
Groundnut,Rabi       ,3,,1,2,2,0.38770496933132215,0.2967234558448188
Onion,Whole Year ,0,,2,2,1,0.3905194891905479,0.32715990301174064
Potato,Whole Year ,0,,1,1,1,0.37399730191050773,0.497399821337417
Ragi,Kharif     ,0,,0,0,2,0.41432383283056806,0.3736281265952016
Ragi,Rabi       ,0,,0,1,0,0.3158128355957768,0.336204696273609
Ragi,Summer     ,0,,1,1,1,0.48135379034690795,0.46941998468606433
Rice,Kharif     ,1,,0,0,2,0.3579785784313726,0.4076856814701378
Rice,Rabi       ,1,,2,1,1,0.27690680216189045,0.39364790709545683
Rice,Summer     ,1,,2,0,1,0.3900005045248869,0.3072198825931598
Wheat,Rabi       ,1,,2,1,0,0.31162540346907996,0.4159966819806023
Banana,Whole Year ,1,,2,0,1,0.4259930517848164,0.4759762633996937
Cotton(lint),Kharif     ,1,,2,2,1,0.542453914781297,0.4996011995916283
Groundnut,Kharif     ,1,,1,1,1,0.3164978313222725,0.43569742215416024
Ragi,Kharif     ,1,,1,1,1,0.40088278029160374,0.45826952526799386
Rice,Autumn     ,1,,2,1,0,0.24342592332830565,0.37515952016334864
Rice,Summer     ,1,,1,1,0,0.4100481571141277,0.38964395099540583
Rice,Winter     ,1,,2,1,0,0.30902108094519853,0.5446815977539561
Sugarcane,Whole Year ,1,,1,2,2,0.3286952272498742,0.44335438999489535
Banana,Whole Year ,1,,0,2,0,0.2927637136752136,0.46565530883103623
Cotton(lint),Kharif     ,1,,0,0,2,0.4310320180995474,0.3959609494640122
Potato,Whole Year ,1,,2,2,1,0.45178263122171936,0.45013399693721284
Rice,Autumn     ,3,,1,2,0,0.3775805842131723,0.5505200357325166
Rice,Summer     ,3,,0,2,1,0.31062644243338355,0.4689254721796835
Rice,Winter     ,3,,1,1,2,0.49569052564102556,0.3871075803981623
Sugarcane,Whole Year ,3,,0,1,0,0.3192249778783307,0.4607899438489025
Wheat,Rabi       ,3,,0,2,0,0.2127678004022121,0.45053279734558443
Banana,Whole Year ,3,,1,0,2,0.410386300402212,0.41082822868810615
Cotton(lint),Kharif     ,3,,2,1,1,0.292500653092006,0.4259028841245533
Groundnut,Kharif     ,3,,1,1,0,0.45037270940170926,0.4477092904543134
Onion,Whole Year ,3,,1,0,0,0.3470735774258421,0.45766334864726904
Potato,Whole Year ,0,,2,1,2,0.4213458954248366,0.3385336906584992
Ragi,Kharif     ,0,,0,2,0,0.4815108355957767,0.44892164369576315
Rice,Kharif     ,0,,2,1,0,0.2846511666666667,0.42325484941296576
Sugarcane,Whole Year ,0,,2,1,0,0.33313696857717434,0.3911274885145482
Banana,Whole Year ,0,,2,0,1,0.37011027601809954,0.40687212863705974
Cotton(lint),Kharif     ,0,,1,1,0,0.4917710899949722,0.4343415007656968
Groundnut,Kharif     ,0,,0,0,0,0.32616520487682243,0.4144333843797856
Groundnut,Rabi       ,0,,1,0,0,0.3309826271995977,0.3997734813680449
Onion,Kharif     ,0,,0,1,0,0.41187586048265457,0.5083907605921388
Onion,Rabi       ,1,,2,0,0,0.3322854152840623,0.4033945890760592
Potato,Whole Year ,1,,0,0,1,0.3873196995977878,0.3601805768249106
Ragi,Kharif     ,0,,1,2,1,0.25880813826043236,0.42363769780500254
Ragi,Rabi       ,0,,1,1,1,0.5428102018602312,0.36739088820826954
Rice,Kharif     ,0,,1,1,0,0.27417979663147307,0.4554779224093925
Rice,Rabi       ,1,,1,0,0,0.35155208371040725,0.40213437978560485
Sugarcane,Whole Year ,1,,2,1,2,0.37336744318753134,0.42960375191424194
Wheat,Rabi       ,1,,1,1,2,0.5200619507290094,0.43169346605410924
Banana,Whole Year ,1,,1,2,2,0.275904038712921,0.3943019397651863
Cotton(lint),Kharif     ,1,,1,1,2,0.5254176070889894,0.4585088055130168
Onion,Whole Year ,1,,2,1,1,0.43291931774761183,0.5145163348647268
Potato,Whole Year ,1,,2,0,1,0.407272146053293,0.43073634507401737
Rice,Autumn     ,1,,0,1,1,0.3015610593262946,0.41807044410413474
Rice,Summer     ,1,,1,0,2,0.41888948541980886,0.5118044920877999
Rice,Winter     ,1,,2,2,2,0.3212554079939668,0.4038571975497703
Sugarcane,Whole Year ,1,,1,1,1,0.47134197486173945,0.47749170495150584
Wheat,Rabi       ,1,,2,0,1,0.30258456284565105,0.46748979070954566
Banana,Whole Year ,1,,1,1,0,0.36728317043740566,0.45035732516590093
Cotton(lint),Whole Year ,1,,0,2,2,0.333941195072901,0.34507401735579374
Groundnut,Kharif     ,3,,1,0,1,0.301343165158371,0.43995661051556917
Groundnut,Rabi       ,3,,0,0,0,0.4317234653092006,0.40163986727922407
Onion,Kharif     ,3,,1,1,2,0.41619849773755646,0.40648928024502295
Onion,Rabi       ,3,,2,2,1,0.46699423328305667,0.35762825421133226
Onion,Summer     ,3,,2,2,2,0.24158810155857208,0.39232388973966303
Potato,Kharif     ,3,,0,2,0,0.456071194318753,0.40556406329760075
Potato,Rabi       ,3,,2,0,1,0.564764874811463,0.46565530883103623
Potato,Summer     ,3,,1,0,0,0.34175657943690296,0.43076824910668704
Ragi,Kharif     ,3,,1,2,1,0.5187392116641528,0.39130296069423176
Ragi,Rabi       ,0,,2,0,0,0.35597074358974357,0.4463693210821848
Ragi,Summer     ,0,,0,0,0,0.27231701332327796,0.5290486217457887
Rice,Kharif     ,0,,1,0,0,0.3527677895927601,0.376882337927514
Rice,Rabi       ,0,,2,0,1,0.4548670663650075,0.4211332312404288
Rice,Summer     ,0,,1,2,2,0.31260609728506783,0.5048015569167943
Sugarcane,Whole Year ,0,,0,1,2,0.33054258471593756,0.37523928024502295
Wheat,Rabi       ,0,,0,0,1,0.4205786400201106,0.43745214395099535
Banana,Whole Year ,0,,1,2,1,0.37604777149321267,0.523114471669219
Cotton(lint),Kharif     ,0,,0,2,1,0.41990620563097025,0.4149598009188361
Groundnut,Kharif     ,1,,2,1,2,0.39375285620915024,0.4357452782031649
Ragi,Kharif     ,1,,1,2,0,0.4119878320764203,0.4537072485962225
Rice,Autumn     ,0,,2,2,2,0.34321509401709394,0.36936893823379274
Rice,Summer     ,0,,2,0,1,0.3932929318753142,0.39072868810617656
Rice,Winter     ,0,,2,1,1,0.3058793609854198,0.49232708014293003
Sugarcane,Whole Year ,3,,0,0,2,0.4729839333836098,0.4637251148545176
Banana,Whole Year ,2,,0,2,0,0.32798330442433377,0.362972179683512
Cotton(lint),Kharif     ,1,,0,1,1,0.4609487797888385,0.44290773353751917
Potato,Whole Year ,0,,2,2,2,0.3581995756661638,0.4284871107708014
Rice,Autumn     ,1,,2,1,0,0.3910507046254398,0.4746681980602348
Rice,Summer     ,1,,2,0,2,0.3384893501759678,0.36739088820826954
Rice,Winter     ,1,,0,1,1,0.2991959203117144,0.49821337417049516
Sugarcane,Whole Year ,1,,2,1,0,0.2442362704876822,0.49117853496681985
Wheat,Rabi       ,1,,2,0,0,0.29622995274007036,0.44542815211842773
Banana,Whole Year ,1,,0,2,1,0.35138947812971333,0.5587991322103114
Cotton(lint),Kharif     ,1,,0,0,0,0.3917958154851683,0.48017164369576315
Groundnut,Kharif     ,1,,0,2,2,0.45201452840623424,0.3663380551301685
Onion,Whole Year ,1,,0,0,1,0.3422002921065862,0.4520163348647269
Potato,Whole Year ,1,,1,0,1,0.30930411538461533,0.32940913731495663
Ragi,Kharif     ,1,,2,0,2,0.2670149733534438,0.5576027309851965
Rice,Kharif     ,1,,0,0,2,0.41202088612368015,0.4367662072485962
Sugarcane,Whole Year ,1,,2,0,0,0.48013030542986423,0.3970616385911179
Cotton(lint),Kharif     ,1,,1,1,1,0.4713170135746606,0.5731240428790199
Groundnut,Whole Year ,3,,2,1,0,0.42935641628959276,0.5201952526799387
Potato,Whole Year ,3,,0,2,0,0.4239725980392156,0.45394652884124553
Ragi,Kharif     ,3,,1,1,0,0.5038429195575665,0.4068242725880551
Rice,Autumn     ,3,,0,1,2,0.4008608441427852,0.39635974987238387
Rice,Summer     ,3,,1,2,0,0.4245447217194569,0.4244831546707504
Rice,Winter     ,3,,1,1,1,0.35162514856711913,0.423111281265952
Sugarcane,Whole Year ,3,,2,1,1,0.27309879059829056,0.4379466564573762
Wheat,Rabi       ,3,,1,1,0,0.3242446782302665,0.3509124553343542
Banana,Kharif     ,3,,2,0,1,0.3751262664655606,0.41101965288412456
Cotton(lint),Summer     ,0,,0,1,0,0.3804011091000502,0.4191551812149056
Groundnut,Rabi       ,0,,1,0,1,0.5210874198089492,0.36088246554364467
Onion,Rabi       ,0,,1,0,1,0.3819464932126696,0.40677641653905056
Onion,Summer     ,0,,0,0,1,0.4647192139265962,0.37589331291475236
Rice,Kharif     ,0,,0,0,2,0.3430057385620914,0.4099508677896886
Rice,Rabi       ,0,,0,0,0,0.35231202463549516,0.37388335885655943
Rice,Summer     ,0,,1,1,1,0.27559017320261436,0.3605634252169474
Sugarcane,Kharif     ,0,,1,1,0,0.31983448868778275,0.39182937723328226
Banana,Kharif     ,0,,0,2,0,0.41555917973856193,0.22736408882082693
Cotton(lint),Rabi       ,1,,2,0,0,0.37638714278531926,0.2050472179683512
Potato,Rabi       ,1,,0,0,2,0.44692850326797373,0.20610005104645227
Rice,Autumn     ,0,,0,0,0,0.389486220462544,0.2106942317508933
Rice,Rabi       ,0,,1,0,1,0.34923677249874296,0.2559660541092394
Rice,Winter     ,0,,2,2,0,0.537830331573655,0.2126882337927514
Sugarcane,Whole Year ,0,,0,2,2,0.368735276269482,0.20334035222052066
Wheat,Rabi       ,3,,2,2,0,0.46352445726495717,0.21339012251148545
Banana,Whole Year ,2,,1,1,0,0.3455598888888888,0.2608952271567126
Cotton(lint),Kharif     ,1,,0,0,1,0.42933128305681245,0.21114088820826954
Groundnut,Kharif     ,3,,0,1,2,0.4458030915032679,0.19183894844308322
Groundnut,Rabi       ,3,,0,0,0,0.3915403697838109,0.20499936191934662
Onion,Kharif     ,0,,1,1,1,0.19825417873303164,0.2814733282286881
Onion,Rabi       ,2,,0,2,1,0.37719349874308694,0.21082184788157224
Potato,Whole Year ,0,,2,0,2,0.46861186877828054,0.1990811638591118
Ragi,Kharif     ,0,,0,0,0,0.41559684514831574,0.2453739152628892
Ragi,Rabi       ,2,,1,2,1,0.40943983484162894,0.2733377998979071
Rice,Kharif     ,1,,1,1,2,0.24593336349924583,0.2126563297600817
Rice,Rabi       ,1,,1,0,1,0.3214840319255907,0.22650267993874426
Sugarcane,Whole Year ,1,,2,1,1,0.40683943916540977,0.20758358856559467
Wheat,Rabi       ,1,,1,0,1,0.40676595852187025,0.19747001020929045
Banana,Whole Year ,1,,0,1,1,0.46742082302664645,0.2541634762633997
Cotton(lint),Kharif     ,1,,1,2,1,0.36489189869281036,0.19507720775906076
Onion,Whole Year ,1,,1,2,0,0.40642212820512813,0.19209418070444104
Potato,Whole Year ,1,,2,1,0,0.37705185344394165,0.1932267738642164
Rice,Autumn     ,1,,2,1,1,0.30138692282554047,0.26210758039816234
Rice,Summer     ,1,,1,2,0,0.20569698366013067,0.17997064828994386
Rice,Winter     ,1,,1,0,2,0.4083214952237305,0.24928215926493108
Sugarcane,Whole Year ,1,,1,2,2,0.38893518426344886,0.23848264420622764
Wheat,Rabi       ,1,,0,0,0,0.32919745776772236,0.2103273353751914
Banana,Whole Year ,1,,2,0,1,0.2537074115133232,0.2254817508933129
Cotton(lint),Whole Year ,3,,2,0,2,0.4233086611362493,0.1985387953037264
Groundnut,Kharif     ,3,,1,0,2,0.355762689291101,0.28791794282797345
Groundnut,Rabi       ,3,,2,1,1,0.41781357893413773,0.16830972434915775
Onion,Whole Year ,3,,1,0,1,0.5163938056812468,0.15199081163859113
Potato,Whole Year ,3,,0,0,2,0.2143214519859225,0.23023545176110258
Ragi,Kharif     ,3,,2,0,0,0.32305675138260426,0.23293134252169473
Ragi,Rabi       ,3,,2,1,2,0.36002697737556555,0.20346796835119957
Ragi,Summer     ,3,,1,2,0,0.4855323911513322,0.2609909392547218
Rice,Kharif     ,3,,1,1,2,0.2524080175967822,0.2067700357325166
Rice,Rabi       ,0,,2,1,2,0.5218095294117646,0.27737366003062786
Rice,Summer     ,0,,0,0,0,0.3860625364504776,0.24778266972945379
Sugarcane,Whole Year ,0,,1,2,2,0.36857712443438917,0.22075995405819296
Wheat,Rabi       ,0,,1,2,1,0.36088035972850674,0.2144110515569168
Banana,Whole Year ,0,,2,1,2,0.34291631221719454,0.19289178152118427
Cotton(lint),Kharif     ,0,,1,1,2,0.45486048969331316,0.2635113578356304
Groundnut,Kharif     ,0,,2,1,2,0.29523473453996973,0.20748787646758549
Ragi,Kharif     ,0,,0,1,2,0.40186632830568114,0.23446273608984172
Rice,Autumn     ,0,,1,1,2,0.346844017094017,0.2283371618172537
Rice,Summer     ,1,,0,0,1,0.3183408660130719,0.24778266972945379
Rice,Winter     ,1,,0,2,2,0.570837745852187,0.18371937212863707
Sugarcane,Whole Year ,0,,2,1,0,0.4074196128707893,0.21270418580908626
Banana,Whole Year ,0,,1,1,0,0.42206628029160376,0.23026735579377233
Cotton(lint),Whole Year ,0,,2,0,2,0.46162218049270987,0.16234367023991833
Groundnut,Whole Year ,3,,0,0,1,0.2686261980894922,0.19236536498213375
Onion,Whole Year ,0,,2,1,1,0.5079657046254399,0.2635113578356304
Potato,Whole Year ,0,,0,1,0,0.1866045364504776,0.170399438489025
Ragi,Whole Year ,0,,2,1,2,0.3178406427853192,0.17368555385400714
Rice,Kharif     ,1,,2,2,0,0.34119922021116134,0.27925599795814193
Sugarcane,Whole Year ,3,,1,2,1,0.419687533685269,0.18874425727411945
Cotton(lint),Kharif     ,0,,1,1,0,0.3923115837104072,0.19590671260847373
Groundnut,Whole Year ,0,,2,0,1,0.3632366963298139,0.17727475752935168
Potato,Whole Year ,0,,0,1,1,0.37491221644042216,0.19576314446145993
Ragi,Kharif     ,1,,0,0,2,0.30205960105580687,0.1940084226646248
Rice,Autumn     ,1,,0,1,0,0.26290353996983407,0.19164752424706483
Rice,Summer     ,1,,2,1,2,0.43060670864756156,0.16851710056151098
Rice,Winter     ,1,,1,0,2,0.4281326882855705,0.20515888208269525
Sugarcane,Whole Year ,1,,0,1,0,0.4953112903469079,0.24492725880551303
Wheat,Rabi       ,1,,2,1,1,0.31623802689793856,0.21402820316488003
Banana,Kharif     ,3,,1,1,1,0.4280655010055304,0.2530308831036243
Cotton(lint),Summer     ,0,,1,2,0,0.3544213124685771,0.32502233282286885
Groundnut,Kharif     ,0,,1,1,2,0.4655964042232277,0.2027341755997958
Groundnut,Rabi       ,0,,0,1,2,0.4528880927601808,0.266861281265952
Groundnut,Summer     ,1,,1,1,0,0.39174530417295117,0.2246681980602348
Onion,Rabi       ,1,,0,0,0,0.3502114009552538,0.2239503573251659
Ragi,Kharif     ,1,,1,0,2,0.44828548366013066,0.18796260847371105
Ragi,Rabi       ,1,,1,0,1,0.4246031566113624,0.28367470648289944
Ragi,Summer     ,1,,0,2,0,0.3242000701357466,0.2887633996937213
Rice,Kharif     ,3,,0,2,1,0.27568134690799395,0.17477029096477795
Rice,Rabi       ,3,,1,1,1,0.3540573479135243,0.23269206227667177
Rice,Summer     ,0,,0,1,0,0.4901015950226244,0.2945858856559469
Sugarcane,Kharif     ,0,,0,0,0,0.4622790718954247,0.1672887953037264
Banana,Whole Year ,0,,2,0,2,0.2919310605832076,0.2235356049004594
Cotton(lint),Kharif     ,1,,1,2,0,0.28775082327802914,0.28225497702909647
Onion,Whole Year ,1,,2,2,0,0.4719469972347913,0.21552769270035732
Potato,Whole Year ,1,,2,0,1,0.29017326018099543,0.2757625063808065
Rice,Autumn     ,1,,2,0,0,0.41422538888888893,0.24393823379275142
Rice,Summer     ,3,,0,0,2,0.3293561173956763,0.25829504849412965
Rice,Winter     ,3,,1,1,0,0.49776608270487677,0.2494895354772843
Sugarcane,Whole Year ,0,,2,0,1,0.3177155756661638,0.30292879019908114
Wheat,Rabi       ,0,,2,0,0,0.46204335319255907,0.2467457886676876
Banana,Whole Year ,1,,1,1,2,0.3897580683760684,0.21571911689637568
Cotton(lint),Whole Year ,1,,1,0,2,0.39483621317244844,0.27076952526799386
Groundnut,Kharif     ,1,,1,1,1,0.22722660281548512,0.2342553598774885
Groundnut,Rabi       ,1,,0,0,2,0.20968476470588232,0.29889293006636036
Onion,Kharif     ,1,,2,1,2,0.35918306133735545,0.22998021949974476
Onion,Rabi       ,1,,0,2,1,0.39443736023127185,0.2544984686064318
Onion,Summer     ,1,,1,1,2,0.2909604454499748,0.2505104645227157
Potato,Kharif     ,3,,0,2,1,0.293713418049271,0.30224285349668195
Potato,Rabi       ,3,,0,1,0,0.41816032905982903,0.2408435426237876
Potato,Summer     ,3,,0,0,1,0.41826454097536436,0.23581865747830524
Ragi,Kharif     ,0,,1,2,2,0.36542928154851684,0.24741577335375192
Ragi,Rabi       ,0,,0,1,0,0.4346557355455002,0.22881572230729966
Ragi,Summer     ,1,,0,0,2,0.2872647840623428,0.24041283818274628
Rice,Kharif     ,1,,0,0,1,0.34897423956762186,0.24607580398162326
Rice,Rabi       ,1,,1,1,2,0.5000913227752638,0.25494512506380806
Rice,Summer     ,1,,1,2,2,0.3809694919557566,0.2997543389484431
Sugarcane,Whole Year ,0,,1,1,0,0.385342824032177,0.2381476518631955
